"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"highr","highr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.10",NA,"R (>= 3.3.0)","xfun (>= 0.18)",NA,"knitr, markdown, testit",NA,"GPL",NA,NA,NA,NA,"no","4.2.2"
"Hmisc","Hmisc","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.7-2",NA,"lattice, survival (>= 3.1-6), Formula, ggplot2 (>= 2.2)","methods, latticeExtra, cluster, rpart, nnet, foreign, gtable,
grid, gridExtra, data.table, htmlTable (>= 1.11.0), viridis,
htmltools, base64enc",NA,"acepack, chron, rms, mice, rstudioapi, tables, knitr, plotly
(>= 4.5.6), rlang, plyr, VGAM",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"hms","hms","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.1.2",NA,NA,"ellipsis (>= 0.3.2), lifecycle, methods, pkgconfig, rlang,
vctrs (>= 0.3.8)",NA,"crayon, lubridate, pillar (>= 1.1.0), testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"htmlTable","htmlTable","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.4.1",NA,NA,"stringr, knitr (>= 1.6), magrittr (>= 1.5), methods,
checkmate, htmlwidgets, htmltools, rstudioapi (>= 0.6)",NA,"testthat, XML, xml2, Hmisc, reshape, rmarkdown, chron,
lubridate, tibble, purrr, tidyselect, glue, rlang, tidyr (>=
0.7.2), dplyr (>= 0.7.4)",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.2"
"htmltools","htmltools","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.5.4",NA,"R (>= 2.14.1)","utils, digest, grDevices, base64enc, rlang (>= 0.4.10),
fastmap (>= 1.1.0), ellipsis",NA,"markdown, testthat, withr, Cairo, ragg, shiny","knitr","GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"htmlwidgets","htmlwidgets","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.6.1",NA,NA,"grDevices, htmltools (>= 0.5.4), jsonlite (>= 0.9.16), yaml,
knitr (>= 1.8), rmarkdown",NA,"testthat","shiny (>= 1.1)","MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"httpcode","httpcode","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.3.0",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"httpuv","httpuv","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.6.8",NA,"R (>= 2.15.1)","Rcpp (>= 1.0.7), utils, R6, promises, later (>= 0.8.0)","Rcpp, later","testthat, callr, curl, websocket",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"httr","httr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.4.4",NA,"R (>= 3.2)","curl (>= 3.0.0), jsonlite, mime, openssl (>= 0.8), R6",NA,"covr, httpuv, jpeg, knitr, png, readr, rmarkdown, testthat
(>= 0.8.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"huge","huge","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.3.5",NA,"R (>= 3.0.0)","Matrix, igraph, MASS, grDevices, graphics, methods, stats,
utils, Rcpp","Rcpp, RcppEigen",NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.2"
"hwriter","hwriter","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.3.2.1",NA,"R (>= 2.6.0)",NA,NA,NA,NA,"LGPL-2.1",NA,NA,NA,NA,"no","4.2.2"
"ica","ica","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0-3",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"ids","ids","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0.1",NA,NA,"openssl, uuid",NA,"knitr, rcorpora, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"igraph","igraph","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.3.5",NA,"methods","graphics, grDevices, magrittr, Matrix, pkgconfig (>= 2.0.0),
rlang, stats, utils",NA,"ape, graph, igraphdata, rgl, scales, stats4, tcltk, testthat,
withr, digest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"impute","impute","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.72.3",NA,"R (>= 2.10)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.2"
"ini","ini","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.3.1",NA,NA,NA,NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.2"
"interactiveDisplayBase","interactiveDisplayBase","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.36.0",NA,"R (>= 2.10), methods, BiocGenerics","shiny, DT",NA,"knitr, markdown","rstudioapi","Artistic-2.0",NA,NA,NA,NA,"no","4.2.2"
"interp","interp","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.1-3",NA,"R (>= 3.5.0)","Rcpp (>= 0.12.9), deldir","Rcpp, RcppEigen","sp, Deriv, Ryacas, ggplot2, gridExtra, lattice, stringi,
stringr","RcppEigen","GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"IRanges","IRanges","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.32.0",NA,"R (>= 4.0.0), methods, utils, stats, BiocGenerics (>= 0.39.2),
S4Vectors (>= 0.33.3)","stats4","S4Vectors","XVector, GenomicRanges, Rsamtools, GenomicAlignments,
GenomicFeatures, BSgenome.Celegans.UCSC.ce2, pasillaBamSubset,
RUnit, BiocStyle",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.2.2"
"IRdisplay","IRdisplay","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.1",NA,"R (>= 3.0.1)","methods, repr",NA,"testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"IRkernel","IRkernel","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.3.2",NA,"R (>= 3.2.0)","repr (>= 0.4.99), methods, evaluate (>= 0.10), IRdisplay (>=
0.3.0.9999), pbdZMQ (>= 0.2-1), crayon, jsonlite (>= 0.9.6),
uuid, digest",NA,"testthat, roxygen2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"irlba","irlba","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.3.5.1",NA,"R (>= 3.6.2), Matrix","stats, methods","Matrix",NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"isoband","isoband","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.2.7",NA,NA,"grid, utils",NA,"covr, ggplot2, knitr, magick, microbenchmark, rmarkdown, sf,
testthat, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"iterators","iterators","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0.14",NA,"R (>= 2.5.0), utils",NA,NA,"RUnit, foreach",NA,"Apache License (== 2.0)",NA,NA,NA,NA,"no","4.2.2"
"jpeg","jpeg","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.1-10",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"jquerylib","jquerylib","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.1.4",NA,NA,"htmltools",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"jsonlite","jsonlite","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.8.4",NA,"methods",NA,NA,"httr, vctrs, testthat, knitr, rmarkdown, R.rsp, sf",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"KEGGREST","KEGGREST","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.38.0",NA,"R (>= 3.5.0)","methods, httr, png, Biostrings",NA,"RUnit, BiocGenerics, knitr, markdown",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.2.2"
"KernSmooth","KernSmooth","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.23-20","recommended","R (>= 2.5.0), stats",NA,NA,"MASS, carData",NA,"Unlimited",NA,NA,NA,NA,"yes","4.2.2"
"kinship2","kinship2","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.9.6",NA,"R (>= 3.6.0), Matrix, quadprog","graphics, stats, methods, knitr",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"KMDA","KMDA","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0",NA,"R (>= 2.10)",NA,NA,NA,NA,"GNU General Public License",NA,NA,NA,NA,"no","4.2.2"
"knitr","knitr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.41",NA,"R (>= 3.3.0)","evaluate (>= 0.15), highr, methods, stringr (>= 0.6), yaml (>=
2.1.19), xfun (>= 0.34), tools",NA,"markdown (>= 1.3), formatR, testit, digest, rgl (>=
0.95.1201), codetools, rmarkdown, htmlwidgets (>= 0.7),
webshot, tikzDevice (>= 0.10), tinytex, reticulate (>= 1.4),
JuliaCall (>= 0.11.1), magick, png, jpeg, gifski, xml2 (>=
1.2.0), httr, DBI (>= 0.4-1), showtext, tibble, sass, bslib,
ragg, gridSVG, styler (>= 1.2.0), targets (>= 0.6.0)",NA,"GPL",NA,NA,NA,NA,"no","4.2.2"
"labdsv","labdsv","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.0-1",NA,"R (>= 2.10), mgcv","cluster, Rtsne, MASS",NA,"optpart","vegan","GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"labeling","labeling","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.4.2",NA,NA,"stats, graphics",NA,NA,NA,"MIT + file LICENSE | Unlimited",NA,NA,NA,NA,"no","4.2.2"
"lambda.r","lambda.r","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.2.4",NA,"R (>= 3.0.0)","formatR",NA,"testit",NA,"LGPL-3",NA,NA,NA,NA,"no","4.2.2"
"later","later","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.3.0",NA,NA,"Rcpp (>= 0.12.9), rlang","Rcpp","knitr, rmarkdown, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"lattice","lattice","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.20-45","recommended","R (>= 3.0.0)","grid, grDevices, graphics, stats, utils",NA,"KernSmooth, MASS, latticeExtra","chron","GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"latticeExtra","latticeExtra","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.6-30",NA,"R (>= 3.6.0), lattice","grid, stats, utils, grDevices, png, jpeg, RColorBrewer,
interp, MASS",NA,"maps, mapproj, deldir, quantreg, zoo, mgcv",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"lazyeval","lazyeval","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.2.2",NA,"R (>= 3.1.0)",NA,NA,"knitr, rmarkdown (>= 0.2.65), testthat, covr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"LDheatmap","LDheatmap","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0-6",NA,"R (>= 4.0)","grid, genetics, snpStats, Rcpp","Rcpp","rtracklayer, GenomicRanges, GenomeInfoDb, IRanges, lattice,
ggplot2, vcfR, RColorBrewer",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"leiden","leiden","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.4.3",NA,NA,"methods, reticulate, Matrix, igraph (>= 1.2.7)",NA,"bipartite, covr, data.table, devtools, graphsim, knitr,
markdown, multiplex, multinet, network, RColorBrewer, remotes,
rmarkdown, spelling, testthat, tibble",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"lifecycle","lifecycle","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0.3",NA,"R (>= 3.4)","cli (>= 3.4.0), glue, rlang (>= 1.0.6)",NA,"covr, crayon, knitr, lintr, rmarkdown, testthat (>= 3.0.1),
tibble, tidyverse, tools, vctrs, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"limma","limma","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.54.0",NA,"R (>= 3.6.0)","grDevices, graphics, stats, utils, methods",NA,"affy, AnnotationDbi, BiasedUrn, Biobase, ellipse, GO.db,
gplots, illuminaio, locfit, MASS, org.Hs.eg.db, splines,
statmod (>= 1.2.2), vsn",NA,"GPL (>=2)",NA,NA,NA,NA,"yes","4.2.2"
"listenv","listenv","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.9.0",NA,"R (>= 3.1.2)",NA,NA,"R.utils, R.rsp, markdown",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.2.2"
"lme4","lme4","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.1-31",NA,"R (>= 3.5.0), Matrix (>= 1.2-1), methods, stats","graphics, grid, splines, utils, parallel, MASS, lattice, boot,
nlme (>= 3.1-123), minqa (>= 1.1.15), nloptr (>= 1.0.4)","Rcpp (>= 0.10.5), RcppEigen","knitr, rmarkdown, MEMSS, testthat (>= 0.8.1), ggplot2,
mlmRev, optimx (>= 2013.8.6), gamm4, pbkrtest, HSAUR3,
numDeriv, car, dfoptim, mgcv, statmod, rr2, semEff, tibble,
merDeriv",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"lmtest","lmtest","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.9-40",NA,"R (>= 3.0.0), stats, zoo","graphics",NA,"car, strucchange, sandwich, dynlm, stats4, survival, AER",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"locfit","locfit","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.5-9.7",NA,"R (>= 4.1.0)","lattice",NA,"interp, gam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"lpSolveAPI","lpSolveAPI","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","5.5.2.0-17.9",NA,NA,NA,NA,NA,NA,"LGPL-2",NA,NA,NA,NA,"yes","4.2.2"
"lsei","lsei","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.3-0",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"lubridate","lubridate","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.9.0",NA,"methods, timechange (>= 0.1.1), R (>= 3.2)","generics",NA,"covr, knitr, rmarkdown, testthat (>= 2.1.0), vctrs (>= 0.5.0)","chron, data.table, timeDate, tis, zoo","GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"magic","magic","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.6-1",NA,"R (>= 2.10), abind",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"magrittr","magrittr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.0.3",NA,"R (>= 3.4.0)",NA,NA,"covr, knitr, rlang, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"manipulateWidget","manipulateWidget","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.11.1",NA,"R (>= 2.10)","shiny (>= 1.0.3), miniUI, htmltools, htmlwidgets, knitr,
methods, tools, base64enc, grDevices, codetools, webshot,
shinyjs",NA,"dygraphs, leaflet, plotly, xts, rmarkdown, testthat, covr",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"mapdata","mapdata","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.3.1",NA,"R (>= 2.14.0), maps (>= 2.0-7)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.2"
"maps","maps","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.4.1",NA,"R (>= 3.5.0)","graphics, utils",NA,"mapproj (>= 1.2-0), mapdata (>= 2.3.0), sp, rnaturalearth",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.2"
"maptools","maptools","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.1-6",NA,"R (>= 2.10), sp (>= 1.0-11)","foreign (>= 0.8), methods, grid, lattice, stats, utils,
grDevices",NA,"rgeos (>= 0.1-8), spatstat.geom (>= 1.65-0), PBSmapping,
maps, RColorBrewer, raster, polyclip, plotrix, spatstat.linnet
(>= 1.65-3), spatstat.utils (>= 1.19.0), spatstat (>= 2.0-0)","gpclib","GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"markdown","markdown","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.4",NA,"R (>= 2.11.1)","utils, commonmark, xfun, mime (>= 0.3)",NA,"knitr, rmarkdown (>= 2.18), yaml, RCurl",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"MASS","MASS","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","7.3-58.1","recommended","R (>= 3.3.0), grDevices, graphics, stats, utils","methods",NA,"lattice, nlme, nnet, survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"mathjaxr","mathjaxr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.6-0",NA,NA,NA,NA,"js",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"Matrix","Matrix","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.5-3","recommended","R (>= 3.5.0), methods","graphics, grid, lattice, stats, utils",NA,"expm, MASS","MatrixModels, graph, SparseM, sfsmisc, igraph, maptools, sp,
spdep","GPL (>= 2) | file LICENCE",NA,NA,NA,NA,"yes","4.2.2"
"MatrixGenerics","MatrixGenerics","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.10.0",NA,"matrixStats (>= 0.60.1)","methods",NA,"sparseMatrixStats, DelayedMatrixStats, SummarizedExperiment,
testthat (>= 2.1.0), Matrix",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.2.2"
"MatrixModels","MatrixModels","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.5-1",NA,"R (>= 3.6.0)","stats, methods, Matrix (>= 1.4-2)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"matrixStats","matrixStats","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.63.0",NA,"R (>= 2.12.0)",NA,NA,"base64enc, ggplot2, knitr, markdown, microbenchmark,
R.devices, R.rsp",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.2.2"
"mdmnets","mdmnets","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.1.0",NA,NA,"phyloseq, igraph, ggplot2, dplyr, data.table, ggpubr, Hmisc,
Matrix, magrittr, RColorBrewer, reshape2, stringr, stats,
parallel, viridis, SpiecEasi",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"memoise","memoise","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.0.1",NA,NA,"rlang (>= 0.4.10), cachem",NA,"digest, aws.s3, covr, googleAuthR, googleCloudStorageR, httr,
testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"memuse","memuse","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.2-2",NA,"R (>= 3.0.0)","methods, utils",NA,NA,NA,"BSD 2-clause License + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"metap","metap","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.8",NA,"R (>= 3.5.0)","lattice,Rdpack (>= 0.7),TFisher,mutoss,mathjaxr (>=
0.8-3),qqconf",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"metapod","metapod","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.6.0",NA,NA,"Rcpp","Rcpp","testthat, knitr, BiocStyle, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"methods","methods","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.2.2","base",NA,"utils, stats",NA,"codetools",NA,"Part of R 4.2.2",NA,NA,NA,NA,"yes","4.2.2"
"mgcv","mgcv","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.8-41","recommended","R (>= 3.6.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix, splines, utils",NA,"parallel, survival, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"mice","mice","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.15.0",NA,"R (>= 2.10.0)","broom, dplyr, generics, graphics, grDevices, lattice, methods,
Rcpp, rlang, stats, tidyr, utils","cpp11, Rcpp","broom.mixed, decor, future, furrr, glmnet, haven, knitr,
lme4, lmtest, MASS, metafor, mitml, miceadds, nnet, pan,
parallelly, purrr, randomForest, ranger, rmarkdown, rpart,
rstan, survival, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"microbiome","microbiome","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.20.0",NA,"R (>= 3.6.0), phyloseq, ggplot2","Biostrings, compositions, dplyr, reshape2, Rtsne, scales,
stats, tibble, tidyr, utils, vegan",NA,"BiocGenerics, BiocStyle, Cairo, knitr, rmarkdown, testthat",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"microbiomeSeq","microbiomeSeq","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.1",NA,"R (>= 3.2.3)","igraph (>= 1.1.2), DESeq2 (>= 1.16.1), KMDA, vegan (>= 2.4),
phyloseq (>= 1.14.0), WGCNA (>= 1.60), fso (>= 2.0),
randomForest (>= 4.6), data.table (>= 1.10.4), reshape2 (>=
1.4.2), gtable (>= 0.2.0), ggplot2 (>= 2.2.1), gridExtra (>=
2.2.1)",NA,"R.rsp",NA,"What license is it under?",NA,NA,NA,NA,"no","4.2.2"
"microbiomeutilities","microbiomeutilities","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.00.16",NA,"R (>= 3.6.0), phyloseq, microbiome, ggplot2, dplyr","reshape2, stats, tidyr, utils, data.table, gghalves, vegan,
plyr, ggpubr, RColorBrewer, pheatmap, ggrepel, tibble, scales,
Biostrings, methods",NA,"BiocGenerics, patchwork, knitr, rmarkdown, ape, viridis",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"microViz","microViz","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.10.4",NA,"R (>= 3.5.0)","phyloseq, vegan, microbiome, ggiraph, ggplot2, dplyr (>=
1.0.0), rlang (>= 1.0.0), shiny (>= 1.5.0), ComplexHeatmap (>=
2.0.0), circlize, seriation, colorspace, scales, purrr, tibble,
tidyr, broom, cowplot",NA,"DT, ggraph (>= 2.0.0), tidygraph, corncob (>= 0.2.1),
ggrepel, GUniFrac, patchwork (>= 1.0.0), ggtext, viridisLite,
stringr, forcats, future, future.apply, ggside, skimr,
devtools, testthat, vdiffr, knitr, methods, grDevices,
rmarkdown, shinytest2",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.2"
"mime","mime","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.12",NA,NA,"tools",NA,NA,NA,"GPL",NA,NA,NA,NA,"yes","4.2.2"
"miniUI","miniUI","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.1.1.1",NA,NA,"shiny (>= 0.13), htmltools (>= 0.3), utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.2.2"
"minpack.lm","minpack.lm","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.2-2",NA,NA,NA,NA,"MASS",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"minqa","minqa","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.2.5",NA,NA,"Rcpp (>= 0.9.10)","Rcpp",NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.2"
"mnormt","mnormt","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.1.1",NA,"R (>= 2.2.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"modelr","modelr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.1.10",NA,"R (>= 3.2)","broom, magrittr, purrr (>= 0.2.2), rlang (>= 1.0.6), tibble,
tidyr (>= 0.8.0), tidyselect, vctrs",NA,"compiler, covr, ggplot2, testthat (>= 3.0.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.2"
"multcomp","multcomp","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.4-20",NA,"stats, graphics, mvtnorm (>= 1.0-10), survival (>= 2.39-4),
TH.data (>= 1.0-2)","sandwich (>= 2.3-0), codetools",NA,"lme4 (>= 0.999375-16), nlme, robustbase, coin, MASS, foreign,
xtable, lmtest, coxme (>= 2.2-1), SimComp, ISwR, tram (>=
0.2-5), fixest (>= 0.10)",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"MultiAssayExperiment","MultiAssayExperiment","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.24.0",NA,"R (>= 4.2.0), SummarizedExperiment (>= 1.3.81)","methods, GenomicRanges (>= 1.25.93), BiocBaseUtils,
BiocGenerics, DelayedArray, S4Vectors (>= 0.23.19), IRanges,
Biobase, stats, tidyr, utils",NA,"BiocStyle, HDF5Array (>= 1.19.17), knitr, maftools (>=
2.7.10), rmarkdown, R.rsp, RaggedExperiment, UpSetR, survival,
survminer, testthat",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.2.2"
